title,sold_price,date_sold,condition,size,brand,platform
Vintage Harley-Davidson Shirt Mens XL Black Kentucky State Rally 1995 Tee 90s,29.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 90s Harley Davidson Shirt The Alamo historic Texas San Antonio large,15.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 1997 Harley Davidson Blue Tie Dye Size XL Motorcycle Biker Henley Tshirt,24.95,2026-04-17,Pre-Owned,XL,harley,ebay
"VTG 1998 Harley Davidson Spirit of Harley Davidson Juneau, Alaska Men's Size XL",69.99,2026-04-17,Pre-Owned,XL,harley,ebay
VTG Harley Davidson American History Black T shirt Mens XL Chicago IL St Louis,16.49,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Flame Sleeve Biker Shirt Fire Cotton Medium USA 1993,149.0,2026-04-17,Pre-Owned,M,harley,ebay
Vintage 3 Piece Harley Davidson T Shirt Bundle,40.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley-Davidson Maui Hawaii Pacific Hula Girl T-Shirt 1996 Size XL,22.97,2026-04-17,Pre-Owned,XL,harley,ebay
"Vintage Harley Davidson “Motor Clothes” Graphic Shirt Large Cozumel, Mexico Worn",4.99,2026-04-17,Pre-Owned,L,harley,ebay
"VTG 90s Harley-Davidson ""Live To Ride"" Freeport Bahamas Mens T Shirt Size 2XL",17.99,2026-04-17,Pre-Owned,2XL,harley,ebay
Vtg 90’s Easyrider Magazine T Shirt Sz XL Tribal Trucker Biker Motorcycle Skull,19.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 90s Harley-Davidson T-Shirt XL R.K. Stratman Silent Gray Fellow Steele's,39.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vtg Harley Davidson Champion Roswell NM Alien Shirt Adult Size XL Short Sleeve,20.35,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 90s Harley Davidson and Marlboro Man Movie Film Promo T Shirt Biker Rock,78.77,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Black 90s Harley Davidson T-Shirt Flames Biker Black Size X-Large,26.99,2026-04-17,Pre-Owned,L,harley,ebay
LOT 12 Vintage Y2K 90s Wholesale Bundle Graphic Shirts Movie Video Game Cartoon,53.0,2026-04-17,Pre-Owned,,harley,ebay
Vintage Harley Davidson Shirt The Holy Ranger T-Shirt Size Medium 90s,39.95,2026-04-17,Pre-Owned,M,harley,ebay
Vintage 1997 Harley Davidson T Shirt Men’s XXL Beach Graphic Tie Dye Abstract,29.99,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage Harley Davidson Shirt Mens Large Black 90s Flames Motorcycle Biker Eagle,28.45,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 1998 Harley-Davidson Lima Ohio Embroidered Logo Biker T-Shirt USA Large,38.24,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Live To Ride Eagle Tank Top Fischers Elgin IL Black XL,26.88,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Y2K Harley Davidson T Shirt Las Vegas Nevada Large + Metallica Shirt,48.01,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson 2000 Fisherman's Wharf San Francisco Vintage Tee Mens XL,22.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Like Blue Flame Long Sleeve 2XL Killer Clown Y2K Street,60.0,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage Harley Davidson Skull T Shirt Cut Sleeves Eagle Double Sided Black 3XL,7.99,2026-04-17,Pre-Owned,3XL,harley,ebay
Vintage Harley Davidson Ketchikan Alaska Tee XL Inside Passage USA,30.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vtg 1995 Harley Davidson T Shirt Black Hills Rally USA Sz XL 90s,25.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Y2K Harley Davidson T Shirt Las Vegas Nevada Large Brown Double Sided,24.03,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 90s Distressed Faded Harley Davidson Hawaii Rainbow Biker T Shirt Size L,32.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 80s Harley Davidson Motorcycles More Than A Machine Paper Thin T-Shirt X,99.95,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 90s Faded Easyriders Biker Never Forget Harley Davidson T-Shirt Ohio XL,31.99,2026-04-17,Pre-Owned,XL,harley,ebay
VTG 1986 Harley Davidson 3D Emblem Good Guys Wear Black T-Shirt Black Sz XL,175.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson T Shirt Men’s 2XL Medina Ohio Y2K USA Made Orange,6.49,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage REPRINT Harley Davidson Red Flames Longsleeve Flame T-Shirt XL,25.5,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Flame Logo T-Shirt Mens XL Hal's FADED 2001 Made in USA,60.0,2026-04-17,Pre-Owned,XL,harley,ebay
Harley-Davidson Men's Vintage T-Shirt 2011 Size L,19.99,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 60s Roach Harley Davidson 3 Wheeler Shirt Fits Mens Small Blue,69.99,2026-04-17,Pre-Owned,S,harley,ebay
Vintage 80s Harley Davidson black t-shirt with eagle design size unknown,75.0,2026-04-17,Pre-Owned,S,harley,ebay
Vintage 1980’s Harley Davidson T-Shirt Colorado Springs Size Large Rare,99.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Shirt Mens Medium Gray Bikers Only Milwaukee Faded 80s,148.98,2026-04-17,Pre-Owned,M,harley,ebay
Harley Shirt 2005 Mens XL Vintage Duluth Minnesota Gray Motorcycle Biker Tee Y2K,20.99,2026-04-17,Pre-Owned,XL,harley,ebay
50pc Harley Davidson & Biker Shirt Lot Vintage Y2K XL-3XL,350.0,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage 90s Harley Davidson Israel Flintstones Shirt Mens XL Cartoon Tee,34.99,2026-04-17,Pre-Owned,XL,harley,ebay
VTG HARLEY DAVIDSON EAGLE BAR AND SHIELD 1991 MENS T TEE SHIRT XL GREEN U.S.A.,39.99,2026-04-17,Pre-Owned,XL,harley,ebay
"VINTAGE Harley-Davidson Shirt Mens L- Conquistador Graphic San Juan, Puerto Rico",9.99,2026-04-17,Pre-Owned,L,harley,ebay
"Vintage Harley Davidson T-Shirt Keys Cycle Islamorada, Florida Keys Large",15.0,2026-04-17,Pre-Owned,L,harley,ebay
Lot of 5 Harley-Davidson Vintage T-Shirts – Made in USA – Sizes L/XL,45.0,2026-04-17,Pre-Owned,XL,harley,ebay
Rare VTG 3D EMBLEM Harley Cut Off Sleeves 1992 T Shirt Distressed,30.0,2026-04-17,Pre-Owned,,harley,ebay
Choppers Iron Cannibal Vintage T Shirt Mens Size Large Short Sleeve Grunge Y2K,20.0,2026-04-17,Pre-Owned,L,harley,ebay
Harley-Davidson Vintage Bar & Shield Graphic Long Sleeve T-Shirt Size XL,35.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 1980s Harley Davidson 3D Emblem T Shirt,300.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 1990 Sturgis Black Hills “I MADE IT” Graphic T Shirt Large SD,17.49,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Shirt Mens 2XL Australia Biker Motorcycle Shark Black,69.95,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage 90s Harley Davidson Nature Bear Shirt The Strong Survive Size XL Biker,60.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson 3d Emblem Shirt Large 22x27 50/50 Cotton,120.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage BOOT West Coast Choppers White Jesse Who T Shirt XL Longsleeve Black,49.0,2026-04-17,New (Other),XL,harley,ebay
VTG 1987 Elvis Presley Harley Davidson American Legends Single Stitch T Shirt XL,89.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Betty Boop T Shirt Size XL 1990’s Motorcycle Tee Rare,80.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Screamin' Eagle NHRA Drag Racing T-Shirt Large,24.23,2026-04-17,Pre-Owned,L,harley,ebay
95 Vintage Black Harley Davidson Shirt Sturgis Made In Usa,30.0,2026-04-17,Vintage Black Harley Shirt Sturgis Made In Usa,,harley,ebay
Vtg 90s Harley Davidson Eagle Graphic Tank Sz L 100% Cotton Biker Harley Country,19.99,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Skulls Flame Tribal Y2K Long Sleeve Size XL,50.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Hardly Davidson Motorcycle Long Sleeve Shirt. Size X-large. 100% Cotton.,19.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Long sleeve Tee,40.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Shirt XL * Eagle T Shirt Motorcycle Biker 1990 90s Fade,26.8,2026-04-17,Pre-Owned,XL,harley,ebay
Vtg Y2K Harley Davidson Short Sleeve T-Shirt Eagle U.A.E Dubai Mens Sz XL,17.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 90s Harley Davidson National Roundup T Shirt Mens Size XL Single Stitch,25.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 80s Harley-Davidson Reno Nevada Eagle Graphic T-Shirt,80.0,2026-04-17,Pre-Owned,XL,harley,ebay
Harley-Davidson Rules Men’s Vintage Long Sleeve Large,25.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Eagle Holoubek 1994 Lafayette Indiana USA Single Stitch,30.0,2026-04-17,Pre-Owned,XL,harley,ebay
Harley Davidson Motorcycle TShirt Mens XL San Francisco CA Dudley Perkins VTG,24.65,2026-04-17,Pre-Owned,XL,harley,ebay
Vtg 90s Harley Davidson Hog Florida Rally St Pete Florida Double Sided Sz M,24.99,2026-04-17,Pre-Owned,M,harley,ebay
VTG Harley Davidson Mens XL T Shirt Black Wilmington NC Biker Motorcycles USA Fs,18.19,2026-04-17,Pre-Owned,XL,harley,ebay
Vtg 80s Harley Davidson Mens Muscle Tank T Shirt Cycle Craft Boston Mass Size L,45.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage 80s Harley Davidson T Shirt Sz Large Make My Day Try To Steal My Bike,60.0,2026-04-17,Pre-Owned,L,harley,ebay
Harley Davidson Vintage Topeka Kansas T Shirt Twister Tornado Black,25.5,2026-04-17,Pre-Owned,,harley,ebay
Vintage Harley Davidson Distressed Shirt Mens XL Motorcycle Biker Sleeveless Y2K,15.95,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson T-Shirt Roo Country Australia XL RARE,17.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Y2K Harley Davidson Shift Happens T Shirt Mens Size XL Black USA Made,34.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Sportswear Harley Davidson T-Shirt XL Motorcycle Biker 1986 Made in USA,43.1,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson T Shirt Size M Faded Black Y2K 90s Biker Grunge Skater,17.99,2026-04-17,Pre-Owned,M,harley,ebay
Vintage Harley Davidson Shirt XL Black 90s Eagle Faded Biker Tee Mountains,75.0,2026-04-17,Pre-Owned,XL,harley,ebay
VTG Harley Davidson Shirt Mens XL Green Crew Neck Sturgis Y2K USA Made Spellout,19.98,2026-04-17,Pre-Owned,XL,harley,ebay
"Harley-Davidson Men's Graphic Long Sleeve T-Shirt, XXL VTG, 100 Year Anniversary",25.0,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage Harley Davidson Sturgis Rally SD Fire Flame Lot Of 2 Longsleeve XL,35.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage 1994 Large Harley Davidson Chrome & Steel TShirt Pleasent Hill CA Size M,150.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Harley Davidson Baton Rogue Louisiana Shirt Size L Biker Faded 90’s,12.0,2026-04-17,Pre-Owned,L,harley,ebay
Harley Davidson Vintage Chicago Illinois Y2K Long Sleeve Motor (L) Shirt REPRINT,69.0,2026-04-17,New (Other),L,harley,ebay
Vintage Hanes Harley-Davidson Shirt Mens Small Red Henley Sunset Florida USA,29.98,2026-04-17,Pre-Owned,S,harley,ebay
Vintage Harley Davidson T Shirt Mens Large Nevada Las Vegas Wings Double Sided,15.0,2026-04-17,Pre-Owned,L,harley,ebay
Vintage Stedman Harley-Davidson Shirt Mens Large Sleeveless Milwaukee Iron 80s,34.98,2026-04-17,Pre-Owned,L,harley,ebay
VTG Harley Davidson Flames Long Sleeve T Shirt Mens XL Black Jesse Pinkman Y2k,45.92,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Shirt Mens XL Black 80S Biker Motorcycle Eagle Tee 1980s,99.99,2026-04-17,Pre-Owned,XL,harley,ebay
VTG 90s Harley-Davidson Metallic Big Eagle Shield Faded Worn T-Shirt Size 2xl,60.0,2026-04-17,Pre-Owned,2XL,harley,ebay
Vintage Harley Davidson Tank Top Acid Wash Brown Motorcycle Made in USA Florida,13.0,2026-04-17,Pre-Owned,XL,harley,ebay
Vtg 1992 HARLEY DAVIDSON Motorcycle Daytona BIKE WEEK T-Shirt Single Stitch XL,29.99,2026-04-17,Pre-Owned,XL,harley,ebay
VINTAGE 1993 Harley Davidson T-Shirt Extra Large XL Mens Single Stitch Biker,40.54,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley-Davidson T-shirt Mens XL Only Strong Survive Eagle Dragon Erie PA,69.99,2026-04-17,Pre-Owned,XL,harley,ebay
Vintage Harley Davidson Graphic T Shirt 90s USA Size XL Nature Eagle Wolf Spirit,34.99,2026-04-17,Pre-Owned,XL,harley,ebay
VINTAGE 1992 HARLEY-DAVIDSON HOLOUBEK BLACK TEE T-SHIRT MEN'S SIZE XL,49.99,2026-04-17,Pre-Owned,XL,harley,ebay
VTG Harley Davidson T-Shirt Blue Tie-Dye Black Diamond Made In USA Size L,28.99,2026-04-17,Brand New,L,harley,ebay
Vintage 80s Harley-Davidson Wings Single Stitch Cropped Cut Off T-Shirt - Large,22.94,2026-04-16,Pre-Owned,L,harley,ebay
Harley brown washed Shirt L EAGLE FROM AMERICAN STEEL TO WHEELS MUNSTER - IN,14.24,2026-04-16,Pre-Owned,L,harley,ebay
Vintage 1991 Harley Davidson T-Shirt Black Men’s Large HOG Harley Owners Group,16.95,2026-04-16,Pre-Owned,L,harley,ebay
Vintage 2001 Sturgis Black Hills Motorcycle Rally Harley Davidson Mens Size XL,21.24,2026-04-16,Pre-Owned,XL,harley,ebay
Vintage Y2K 2003 Harley Davidson Trail Of Tears Size Men’s Large,10.0,2026-04-16,Pre-Owned,L,harley,ebay
Vintage 1987 Harley Davidson Honolulu Hawaii T Shirt XL Black Eagle USA,44.99,2026-04-16,Pre-Owned,XL,harley,ebay
Harley Davidson Maui Hawaii T Shirt USA Made XL Vintage Faded Tee,39.99,2026-04-16,Pre-Owned,XL,harley,ebay
Vtg Harley Davidson 1996 T-Shirt XL Seattle Washington Cream Men’s Biker Motocyc,49.99,2026-04-16,Pre-Owned,XL,harley,ebay
Harley-Davidson 1998 Vintage T-Shirt Seattle Washington XL,40.0,2026-04-16,Pre-Owned,XL,harley,ebay
Y2K Harley Davidson Vintage T Shirt Mens Size XL Downtown Seattle,32.0,2026-04-16,Pre-Owned,XL,harley,ebay
